method,config_name,continuous_obs,sort_rows,add_diff,num_runs,eval_mean_return_mean,eval_mean_return_std_across_seeds,eval_std_return_mean,eval_min_return_mean,eval_max_return_mean,best_eval_mean_return,worst_eval_mean_return
qrdqn,cont1_sort1_diff1,True,True,True,5,-7.636799907684326,0.16980155022031493,6.338275814056397,-37.4,0.0,-7.456999778747559,-7.895999908447266
qrdqn,cont1_sort1_diff0,True,True,False,5,-8.081200122833252,0.13041393640870982,6.620265483856201,-39.4,0.0,-7.888000011444092,-8.267000198364258
qrdqn,cont1_sort0_diff1,True,False,True,5,-8.435799980163575,0.22378528197104738,6.573019886016846,-37.6,0.0,-8.142999649047852,-8.817000389099121
qrdqn,cont1_sort0_diff0,True,False,False,5,-8.592399978637696,0.19440333904818555,6.68324089050293,-38.6,0.0,-8.352999687194824,-8.890999794006348
qrdqn,cont0_sort1_diff0,False,True,False,5,-8.920799827575683,0.24623995239348442,7.000343227386475,-40.0,0.0,-8.666000366210938,-9.345999717712402
qrdqn,cont0_sort1_diff1,False,True,True,5,-9.690799903869628,0.08349236746461909,7.204154682159424,-42.4,0.0,-9.557999610900879,-9.781000137329102
qrdqn,cont0_sort0_diff0,False,False,False,5,-10.24320011138916,0.42010311875056544,7.392991352081299,-39.8,0.0,-9.684000015258789,-10.883000373840332
qrdqn,cont0_sort0_diff1,False,False,True,5,-10.615799903869629,0.3269847984500298,7.578735446929931,-39.0,0.0,-10.048999786376953,-11.03600025177002
